04/04 12:29:00 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: edu.umich.eecs.tac.props.AdvertiserInfo@bc76a1c1
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0 :BankStatus[0.000000]
04/04 12:29:00 INFO OrOmerShelly.Coordinator|tau.tac.adx.report.demand.InitialCampaignMessage[25818759,1250,1,5,[OLD, MALE],2.0,1.5,demand,[]]
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0: Allocated campaign - Campaign ID 25818759: day 1 to 5 [OLD, MALE], reach: 1250 coefs: (v=2.0, m=1.5)
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0: Campaign opportunity - Campaign ID 12155358: day 2 to 11 [FEMALE, OLD], reach: 6250 coefs: (v=2.0, m=1.5)
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0: Campaign total budget bid: 490.2543379498153
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0: Adjusting ucs bid: was 0.10395962533250364 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.14779972161005892
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0 : Simulation Status Received
04/04 12:29:00 WARNING OrOmerShelly.Coordinator|BidBundle is null!
04/04 12:29:00 INFO OrOmerShelly.Coordinator|Day 0 ended. Starting next day
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Day 1 :BankStatus[0.000000]
04/04 12:29:11 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2304.0, effectiveBid=2304.0] CampaignAuctionReportEntry [actualBid=2407.0, effectiveBid=2407.0] CampaignAuctionReportEntry [actualBid=2632.0, effectiveBid=2632.0] CampaignAuctionReportEntry [actualBid=2803.0, effectiveBid=2803.0] CampaignAuctionReportEntry [actualBid=3261.0, effectiveBid=3261.0] CampaignAuctionReportEntry [actualBid=3281.0, effectiveBid=3281.0] CampaignAuctionReportEntry [actualBid=3282.0, effectiveBid=3282.0])
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Day 1: Daily notification for campaign 12155358
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Day 1:  allocated to DummyAdnetwork-4. UCS Level set to 0.47829690000000014 at price 0.0 Quality Score is: 1.0
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Day 1: Campaign opportunity - Campaign ID 6909786: day 3 to 7 [OLD, MALE], reach: 6250 coefs: (v=2.0, m=1.5)
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Day 1: Campaign total budget bid: 1010.2865542271022
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Day 1: Adjusting ucs bid: was 0.14779972161005892 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.11794554052248421
04/04 12:29:11 INFO OrOmerShelly.Coordinator|Publishers Report: 
04/04 12:29:11 INFO OrOmerShelly.Coordinator|(publisher: cnn popularity: 6808 video: 1926 text: 4883)
04/04 12:29:11 INFO OrOmerShelly.Coordinator|(publisher: sears popularity: 3362 video: 1281 text: 2082)
04/04 12:29:11 INFO OrOmerShelly.Coordinator|(publisher: msn popularity: 42246 video: 16018 text: 26229)
04/04 12:29:11 INFO OrOmerShelly.Coordinator|(publisher: amazon popularity: 32718 video: 10747 text: 21972)
04/04 12:29:11 INFO OrOmerShelly.Coordinator|(publisher: target popularity: 5259 video: 2586 text: 2674)
04/04 12:29:11 INFO OrOmerShelly.Coordinator|(publisher: bestbuy popularity: 3528 video: 1159 text: 2370)
04/04 12:29:12 INFO OrOmerShelly.Coordinator|Day 1 : Simulation Status Received
04/04 12:29:12 WARNING OrOmerShelly.Coordinator|BidBundle is null!
04/04 12:29:12 INFO OrOmerShelly.Coordinator|Day 1 ended. Starting next day
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2 :BankStatus[-0.145800]
04/04 12:29:21 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=1010.0, effectiveBid=1010.0] CampaignAuctionReportEntry [actualBid=2088.0, effectiveBid=2088.0] CampaignAuctionReportEntry [actualBid=2179.0, effectiveBid=2179.0] CampaignAuctionReportEntry [actualBid=2391.0, effectiveBid=2391.0] CampaignAuctionReportEntry [actualBid=2391.0, effectiveBid=2391.0] CampaignAuctionReportEntry [actualBid=2455.0, effectiveBid=2455.0] CampaignAuctionReportEntry [actualBid=2905.0, effectiveBid=2905.0] CampaignAuctionReportEntry [actualBid=3162.0, effectiveBid=3162.0])
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2: Updating campaign 25818759 stats: 0.0 tgtImps 0.0 nonTgtImps. Cost of imps is 0.0
04/04 12:29:21 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2: Campaign opportunity - Campaign ID 9058653: day 4 to 6 [HIGH_INCOME, MALE], reach: 12500 coefs: (v=2.0, m=1.5)
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2: Campaign total budget bid: 3378.1017127611044
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2: Adjusting ucs bid: was 0.11794554052248421 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.1676835405919914
04/04 12:29:21 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2 : Simulation Status Received
04/04 12:29:21 WARNING OrOmerShelly.Coordinator|BidBundle is null!
04/04 12:29:21 INFO OrOmerShelly.Coordinator|Day 2 ended. Starting next day
04/04 12:29:32 INFO OrOmerShelly.Coordinator|Day 3 :BankStatus[-0.291600]
04/04 12:29:32 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2518.0, effectiveBid=2518.0] CampaignAuctionReportEntry [actualBid=2731.0, effectiveBid=2731.0] CampaignAuctionReportEntry [actualBid=3188.0, effectiveBid=3188.0] CampaignAuctionReportEntry [actualBid=3198.0, effectiveBid=3198.0] CampaignAuctionReportEntry [actualBid=3378.0, effectiveBid=3378.0])
04/04 12:29:32 INFO OrOmerShelly.Coordinator|Day 3: Updating campaign 25818759 stats: 0.0 tgtImps 0.0 nonTgtImps. Cost of imps is 0.0
04/04 12:29:32 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
04/04 12:29:32 INFO OrOmerShelly.Coordinator|Day 3: Campaign opportunity - Campaign ID 20231371: day 5 to 9 [LOW_INCOME, MALE], reach: 3750 coefs: (v=2.0, m=1.5)
04/04 12:29:32 INFO OrOmerShelly.Coordinator|Day 3: Campaign total budget bid: 598.9835431363972
04/04 12:29:32 INFO OrOmerShelly.Coordinator|Day 3: Adjusting ucs bid: was 0.1676835405919914 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.11562019437145211
04/04 12:29:32 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
04/04 12:29:33 INFO OrOmerShelly.Coordinator|Day 3 : Simulation Status Received
04/04 12:29:33 WARNING OrOmerShelly.Coordinator|BidBundle is null!
04/04 12:29:33 INFO OrOmerShelly.Coordinator|Day 3 ended. Starting next day
04/04 12:29:42 INFO OrOmerShelly.Coordinator|Day 4 :BankStatus[-0.437400]
