04/04 12:40:00 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: edu.umich.eecs.tac.props.AdvertiserInfo@bc76a1c1
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0 :BankStatus[0.000000]
04/04 12:40:00 INFO OrOmerShelly.Coordinator|tau.tac.adx.report.demand.InitialCampaignMessage[29303802,1250,1,5,[FEMALE, HIGH_INCOME],2.0,1.5,demand,[]]
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0: Allocated campaign - Campaign ID 29303802: day 1 to 5 [FEMALE, HIGH_INCOME], reach: 1250 coefs: (v=2.0, m=1.5)
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0: Campaign opportunity - Campaign ID 17582272: day 2 to 11 [LOW_INCOME, MALE], reach: 6250 coefs: (v=2.0, m=1.5)
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0: Campaign total budget bid: 499.15295261366435
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0: Adjusting ucs bid: was 0.10209270144400143 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.1451455101303113
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0 : Simulation Status Received
04/04 12:40:00 WARNING OrOmerShelly.Coordinator|BidBundle is null!
04/04 12:40:00 INFO OrOmerShelly.Coordinator|Day 0 ended. Starting next day
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Day 1 :BankStatus[0.000000]
04/04 12:40:19 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2053.0, effectiveBid=2053.0] CampaignAuctionReportEntry [actualBid=2169.0, effectiveBid=2169.0] CampaignAuctionReportEntry [actualBid=2359.0, effectiveBid=2359.0] CampaignAuctionReportEntry [actualBid=2426.0, effectiveBid=2426.0] CampaignAuctionReportEntry [actualBid=2490.0, effectiveBid=2490.0] CampaignAuctionReportEntry [actualBid=2711.0, effectiveBid=2711.0] CampaignAuctionReportEntry [actualBid=2737.0, effectiveBid=2737.0])
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Day 1: Daily notification for campaign 17582272
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Day 1:  allocated to DummyAdnetwork-2. UCS Level set to 0.47829690000000014 at price 0.0 Quality Score is: 1.0
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Day 1: Campaign opportunity - Campaign ID 20902735: day 3 to 12 [HIGH_INCOME, OLD], reach: 3750 coefs: (v=2.0, m=1.5)
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Day 1: Campaign total budget bid: 297.9534509452962
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Day 1: Adjusting ucs bid: was 0.1451455101303113 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.13887147670763664
04/04 12:40:19 INFO OrOmerShelly.Coordinator|Publishers Report: 
04/04 12:40:19 INFO OrOmerShelly.Coordinator|(publisher: yahoo popularity: 51660 video: 29513 text: 22148)
04/04 12:40:19 INFO OrOmerShelly.Coordinator|(publisher: nyt popularity: 20208 video: 3642 text: 16567)
04/04 12:40:19 INFO OrOmerShelly.Coordinator|(publisher: amazon popularity: 72839 video: 13383 text: 59457)
04/04 12:40:19 INFO OrOmerShelly.Coordinator|(publisher: target popularity: 9791 video: 4895 text: 4897)
